Zip,Address,List Price,List  Date,Approx Living Area,Approx Total SqFt,Cond,Beds Total,Baths Full,Baths Half,DOM,Close Price,Close Date,SP$/SQFT,Car Storage,Stories,Construction Materials,Foundation,Fencing,Pool Type
70125,30 Versailles  Blvd ,"$898,000",08/08/2022,"4,128","5,253",EXCE,4,4,0,10,"$898,000",10/03/2022,$217.54,"Three or More, Driveway Only",2,Brick,Slab,,
70119,119  S Murat  St ,"$475,000",10/03/2022,"2,178","4,783",AVG,4,2,0,4,"$460,907",11/22/2022,$211.62,"Three or More, Driveway Only",2,Wood Siding,"Raised, Slab",,
70119,2623 St. Ann  St ,"$479,900",07/17/2023,"2,200","2,200",EXCE,3,2,0,4,"$481,000",08/22/2023,$218.64,None,1,Wood Siding,Raised,,
70119,2527 Palmyra  St ,"$419,000",12/30/2022,"1,918","2,094",NEW,3,2,1,37,"$410,000",03/10/2023,$213.76,"Two, Driveway Only",2,"Frame, Hardy Plank",Raised,,None
70115,1305 Milan  St ,"$830,000",12/04/2022,"3,797","4,389",AVG,4,4,0,139,"$750,000",06/28/2023,$197.52,"One, Garage",2,Wood Siding,Raised,,
70115,3005 Danneel  St ,"$325,000",04/12/2023,"1,480","1,480",EXCE,3,2,0,54,"$297,000",06/22/2023,$200.68,None,2,Siding,Raised,,None
70125,1716  S Gayoso  St ,"$398,000",04/24/2023,"1,808","2,027",EXCE,3,2,1,7,"$398,000",06/07/2023,$220.13,Driveway Only,1,Hardy Plank,Raised,,None
70119,3915 Baudin  St ,"$429,000",11/14/2022,"1,948","2,169",VRGD,2,3,0,65,"$415,000",03/10/2023,$213.04,"Two, Driveway Only",2,Frame,Raised,,
70119,2630 Palmyra  St ,"$269,900",07/30/2023,"1,224","1,224",EXCE,3,1,0,26,"$265,000",09/12/2023,$216.50,"Two, Driveway Only, Off Street Parking",1,Hardy Plank,Raised,"Full, Wood",
70115,4617 Lasalle  St ,"$429,000",03/31/2023,"1,944","2,500",VRGD,3,2,2,7,"$439,000",05/05/2023,$225.82,None,1,Wood Siding,Raised,,None
70118,3620 Live Oak  St ,"$379,000",06/29/2022,"1,716","1,794",NEW,3,2,1,200,"$379,000",05/05/2023,$220.86,"Three or More, Driveway Only, Off Street Parking",1,"Brick, Hardy Plank",Raised,,None
70115,1009 Pleasant  St ,"$500,000",06/06/2023,"2,263","2,263",FAIR,4,2,0,21,"$410,000",09/22/2023,$181.18,"Three or More, Off Street Parking",2,"Siding, Wood Siding",Raised,,
70125,5521  S Tonti  St ,"$499,000",07/19/2023,"2,251","2,850",EXCE,4,3,1,46,"$466,000",10/02/2023,$207.02,"Three or More, Carport",2,"Frame, Wood Siding",Raised,,None
70125,3900 Louisiana Ave  Pkwy ,"$389,000",06/13/2023,"1,754","1,877",NEW,3,2,1,44,"$370,000",08/24/2023,$210.95,"One, Off Street Parking",2,Siding,Raised,Wood,None
70125,3218 Milan  St ,"$235,000",09/08/2022,"1,057","1,379",EXCE,2,1,0,87,"$230,000",01/20/2023,$217.60,"One, Driveway Only, Off Street Parking",1,Vinyl Siding,Raised,,None
70125,3222 Burdette  St ,"$389,000",12/15/2022,"1,748","1,908",NEW,3,2,0,73,"$379,000",04/24/2023,$216.82,"Two, Driveway Only",1,"Frame, Hardy Plank",Raised,,None
70118,7713 Zimple  St ,"$310,000",11/21/2022,"1,393","1,481",VRGD,2,1,0,25,"$310,000",12/16/2022,$222.54,None,1,Vinyl Siding,Raised,,
70119,4418 Baudin  St ,"$439,000",06/07/2022,"1,969","3,437",VRGD,3,2,1,104,"$422,000",11/04/2022,$214.32,"Three or More, Carport, Off Street Parking",2,Wood Siding,Raised,,
70115,2835 Milan  St ,"$495,000",02/09/2022,"2,210","2,459",EXCE,3,2,1,259,"$460,000",11/21/2022,$208.14,None,2,"Hardy Plank, Wood Siding",Raised,,
70125,3424 Delachaise  St ,"$280,000",08/09/2022,"1,250","1,550",EXCE,3,2,0,153,"$280,000",02/17/2023,$224.00,None,1,"Frame, Vinyl Siding",Raised,,None
70119,435  S Scott  St ,"$535,000",11/08/2022,"2,388","2,781",VRGD,5,2,0,27,"$515,000",12/30/2022,$215.66,"One, Driveway Only",2,Vinyl Siding,Raised,,None
70125,4156 Vendome  Pl ,"$1,115,000",05/22/2023,"4,950","5,713",EXCE,4,3,2,12,"$1,075,000",07/31/2023,$217.17,"Three or More, Carport, Driveway Only",3,Brick Veneer,Slab,,Inground
70115,2204 Delachaise  St ,"$315,900",04/14/2023,"1,400","1,400",EXCE,3,2,0,70,"$310,000",07/20/2023,$221.43,None,1,Hardy Plank,Raised,,None
70118,9006 Green  St ,"$399,000",03/06/2023,"1,766","1,766",NEW,3,3,1,1,"$395,000",04/12/2023,$223.67,"Driveway Only, Off Street Parking",2,"Hardy Plank, Siding",Raised,,
70119,1653 Rousselin  Dr ,"$415,000",03/30/2023,"1,835","2,398",VRGD,3,2,1,32,"$410,000",07/27/2023,$223.43,Off Street Parking,2,Hardy Plank,Raised,,
70118,801 Dante  St ,"$289,000",01/24/2023,"1,276","1,379",AVG,2,2,0,98,"$285,000",07/31/2023,$223.35,"One, Driveway Only, Off Street Parking",1,"Asbestos, Wood Siding",Raised,,None
70118,7601 Jeannette  St ,"$649,000",04/06/2023,"2,849","3,833",POOR,5,2,1,0,"$609,000",05/08/2023,$213.76,"Two, Garage",2,Frame,Raised,,None
70119,907  N Rocheblave  St ,"$259,000",10/25/2022,"1,131","1,131",,2,2,,225,"$240,000",08/18/2023,$212.20,"One, Off Street Parking",1,,Raised,,
70119,323  N Miro  St ,"$449,000",05/02/2023,"1,958","2,009",NEW,3,2,0,101,"$459,000",09/08/2023,$234.42,"Two, Driveway Only",2,"Frame, Hardy Plank",Raised,,None
70119,215  N Salcedo  St ,"$440,000",02/24/2023,"1,917","2,732",VRGD,3,2,0,4,"$430,000",03/22/2023,$224.31,"One, Driveway Only, Off Street Parking",2,"Hardy Plank, Wood Siding","Raised, Slab",,None
70125,2201  S Lopez  St ,"$439,000",05/15/2023,"1,903","2,086",VRGD,3,3,0,29,"$442,000",07/19/2023,$232.26,"Three or More, Garage, Off Street Parking",2,"Brick, Wood Siding",Raised,,None
70119,327  N Miro  St ,"$274,900",09/21/2022,"1,190","1,298",EXCE,3,3,0,35,"$260,000",12/02/2022,$218.49,None,2,Hardy Plank,Raised,,
70119,2300 Bienville  Ave ,"$499,000",04/17/2023,"2,159","2,402",EXCE,4,4,0,81,"$499,000",08/25/2023,$231.13,"One, Driveway Only, Off Street Parking",1.5,"Frame, Siding",Raised,,None
70119,3207 Belfort  St ,"$370,000",11/20/2022,"1,600","1,836",EXCE,4,2,0,121,"$372,000",05/17/2023,$232.50,"Two, Driveway Only, Off Street Parking",2,"Brick, Siding",Raised,,None
70118,6505 Oakland  Dr ,"$1,250,000",09/27/2022,"5,405","6,369",EXCE,7,5,1,347,"$1,076,910",09/28/2023,$199.24,"Two, Garage",2,Brick,Slab,,Inground
70125,3539 Napoleon  Ave ,"$735,000",10/30/2022,"3,174","6,200",VRGD,4,2,1,49,"$720,000",01/20/2023,$226.84,"Two, Covered, Garage",2,Wood Siding,Raised,,None
70125,3118 Cadiz  St ,"$275,000",03/15/2023,"1,185","1,323",AVG,2,2,0,167,"$235,000",09/20/2023,$198.31,"Three or More, Driveway Only",1,Wood Siding,Raised,,None
70118,1842 Joliet  St ,"$330,000",09/29/2022,"1,421","1,649",EXCE,2,2,0,8,"$310,000",11/18/2022,$218.16,None,2,"Frame, Wood Siding",Raised,,None
70115,2634 Marengo  St ,"$649,000",05/02/2022,"2,759","3,201",EXCE,4,2,1,144,"$640,000",10/11/2022,$231.97,"Three or More, Off Street Parking",2,Hardy Plank,Raised,,None
70119,3231 Dumaine  St ,"$399,000",12/09/2022,"1,695","2,182",VRGD,2,2,0,58,"$405,000",03/13/2023,$238.94,None,1,Frame,Raised,,None
70119,3351 Desaix  Blvd ,"$309,900",03/29/2023,"1,316","1,358",VRGD,3,2,0,108,"$309,000",08/25/2023,$234.80,"Two, Driveway Only, Off Street Parking",1,Brick,Raised,,
70118,8718 Green  St ,"$309,000",07/17/2022,"1,308","1,414",VRGD,3,2,0,211,"$300,000",03/16/2023,$229.36,Driveway Only,1,Hardy Plank,Raised,,None
70119,3187 Desaix  Blvd ,"$430,000",06/13/2022,"1,819","2,199",EXCE,4,2,1,274,"$409,000",04/10/2023,$224.85,"Three or More, Driveway Only",1,Hardy Plank,Slab,,None
70115,4027 Tchoupitoulas  St ,"$249,900",09/06/2022,"1,057","1,269",FAIR,2,1,0,11,"$242,775",01/06/2023,$229.68,Off Street Parking,1,Vinyl Siding,Raised,,None
70125,4116 General Pershing  St ,"$575,000",08/26/2022,"2,432","4,800",NEW,3,2,1,43,"$578,000",10/28/2022,$237.66,"Two, Driveway Only, Off Street Parking",2,"Brick, Hardy Plank",Raised,,None
70119,126  S Pierce  St ,"$399,000",12/19/2022,"1,687","2,343",AVG,3,2,0,35,"$347,200",02/06/2023,$205.81,"Two, Driveway Only, Off Street Parking",1,Vinyl Siding,Raised,,None
70125,4616  S Roman  St ,"$399,000",01/12/2023,"1,681","1,932",VRGD,3,2,0,24,"$375,000",03/10/2023,$223.08,Driveway Only,1,Siding,Raised,,None
70125,7105 Fig  St ,"$287,000",05/05/2023,"1,204","1,340",NEW,2,2,0,53,"$277,000",08/29/2023,$230.07,"Two, Driveway Only",1,"Frame, Hardy Plank",Raised,,None
70115,4936 Coliseum  St ,"$550,000",02/20/2023,"2,305","2,677",AVG,4,2,0,5,"$589,000",04/06/2023,$255.53,"Three or More, Driveway Only, Off Street Parking",1,Wood Siding,Raised,,None
70119,2319 Aubry  St ,"$299,000",05/02/2023,"1,250","1,450",VRGD,3,2,0,63,"$299,000",08/24/2023,$239.20,"One, None",1,Wood Siding,Raised,,None
70119,2320 Governor Nicholls  St ,"$529,500",07/12/2022,"2,213","2,526",EXCE,3,2,0,118,"$505,000",11/23/2022,$228.20,None,1,"Hardy Plank, Wood Siding",Raised,,None
70118,9010 Quince  St ,"$229,000",09/01/2022,956,"1,056",EXCE,2,2,0,-1,"$229,000",10/21/2022,$239.54,"Three or More, Driveway Only, Off Street Parking",1,Wood Siding,Raised,,None
70115,4021 Baronne  St ,"$460,000",10/03/2022,"1,920","1,976",VRGD,3,2,0,6,"$520,000",11/28/2022,$270.83,Driveway Only,1,"Aluminum Siding, Hardy Plank",Raised,,
70125,2733 Pine  St ,"$299,000",01/02/2023,"1,246","1,344",VRGD,2,1,0,81,"$275,000",05/22/2023,$220.71,"One, Garage",1,Stucco,Raised,,None
70118,1635 Eagle  St ,"$350,900",12/06/2022,"1,462","1,564",EXCE,3,2,1,107,"$340,000",04/21/2023,$232.56,"One, Driveway Only",2,Hardy Plank,Raised,,
70118,274 Audubon  St ,"$730,000",12/03/2022,"3,040","3,679",VRGD,3,2,1,1,"$730,000",02/06/2023,$240.13,"Two, Garage",2,"Frame, Stucco",Raised,,None
70125,4620  S Prieur  St ,"$495,000",02/22/2023,"2,061","2,500",VRGD,3,2,0,41,"$485,000",05/11/2023,$235.32,"Two, Driveway Only, Off Street Parking",1,"Stucco, Wood Siding",Raised,,Inground
70119,2620 D’abadie  St ,"$449,000",06/27/2023,"1,869","1,920",VRGD,2,2,0,35,"$430,000",09/15/2023,$230.07,Three or More,1,Aluminum Siding,Raised,Wood,None
70119,2739 St. Peter  St ,"$289,000",01/03/2023,"1,200","1,350",VRGD,3,2,0,60,"$269,000",03/27/2023,$224.17,None,1,Wood Siding,Raised,,
70115,1732 Cadiz  St ,"$449,000",08/22/2023,"1,859","1,952",AVG,2,2,0,7,"$444,000",09/14/2023,$238.84,None,1,Wood Siding,Raised,,None
70119,1131  N Dorgenois  St ,"$440,000",09/26/2022,"1,820","1,969",EXCE,3,2,0,3,"$440,000",11/15/2022,$241.76,None,1,"Hardy Plank, Wood Siding",Raised,,
70119,1530  N Rocheblave  St ,"$399,000",11/17/2022,"1,650","1,750",EXCE,3,2,0,15,"$385,000",01/03/2023,$233.33,None,1,"Hardy Plank, Wood Siding",Raised,,
70119,2757 Bienville  St ,"$525,000",03/20/2023,"2,165","2,381",EXCE,4,2,1,51,"$535,000",06/29/2023,$247.11,Driveway Only,2,"Frame, Hardy Plank",Raised,,None
70125,4311  S Derbigny  St ,"$375,000",06/22/2023,"1,546","1,850",EXCE,3,2,0,54,"$358,750",09/26/2023,$232.05,"Two, Driveway Only, Off Street Parking",1,Wood Siding,Raised,Wood,None
70119,2331 Lapeyrouse  St ,"$225,000",09/12/2022,925,"2,268",FAIR,2,2,0,32,"$162,000",12/07/2022,$175.14,One,1,Siding,Raised,,
70119,3827 Cleveland  Ave ,"$425,000",05/18/2023,"1,746","2,345",VRGD,2,2,1,84,"$399,000",09/18/2023,$228.52,Covered,2,Frame,Raised,,None
70115,2529 Soniat  St ,"$589,900",05/25/2022,"2,419","2,789",EXCE,4,3,0,148,"$583,000",11/15/2022,$241.01,"One, Driveway Only, Off Street Parking",2,Hardy Plank,Raised,,None
70115,2834 Milan  St ,"$364,999",01/30/2023,"1,496","1,628",VRGD,3,2,0,88,"$348,000",06/09/2023,$232.62,"Two, Carport",1,Hardy Plank,Raised,,None
70119,111 Hathaway  Pl ,"$324,000",09/17/2022,"1,325","1,905",EXCE,2,2,0,23,"$325,000",11/08/2022,$245.28,"One, Carport, Covered",1,Vinyl Siding,Raised,,None
70118,2024 Joliet  St ,"$292,000",03/08/2023,"1,190","1,200",EXCE,3,2,0,17,"$292,000",04/27/2023,$245.38,Driveway Only,1.5,"Vinyl Siding, Wood Siding",Raised,,
70119,516  S Pierce  St ,"$525,000",03/21/2023,"2,135","2,568",EXCE,2,2,1,2,"$525,000",04/21/2023,$245.90,"One, Driveway Only, Off Street Parking",1,Wood Siding,Raised,,None
70119,2546 Columbus  St ,"$375,000",06/01/2023,"1,525","1,545",VRGD,3,2,0,-26,"$375,000",09/21/2023,$245.90,None,1,"Brick, Vinyl Siding",Raised,,None
70119,315  N Gayoso  St ,"$439,900",05/22/2023,"1,785","2,024",EXCE,3,2,0,79,"$451,000",09/21/2023,$252.66,"One, Driveway Only, Off Street Parking",1,Hardy Plank,Raised,,None
70119,3142 Trafalgar  St ,"$465,000",06/27/2023,"1,886","2,340",EXCE,2,2,1,14,"$442,650",08/10/2023,$234.70,None,1,Hardy Plank,"Raised, Slab",,
70115,4629 Willow  St ,"$630,000",10/03/2022,"2,549","2,958",NEW,3,2,1,53,"$620,000",12/10/2022,$243.23,Driveway Only,2,Hardy Plank,Raised,,
70118,7510 Hurst  St ,"$289,000",06/01/2022,"1,168","1,252",FAIR,2,2,0,127,"$267,500",11/10/2022,$229.02,"Driveway Only, Off Street Parking",1,Vinyl Siding,Raised,,
70125,3406 Robert  St ,"$395,000",06/04/2023,"1,596","1,881",EXCE,4,2,0,52,"$380,000",08/24/2023,$238.10,None,3,Wood Siding,"Raised, Slab",Wood,None
70119,3176 Desaix  Blvd ,"$335,000",10/03/2022,"1,350","1,350",VRGD,3,2,0,5,"$335,000",11/10/2022,$248.15,"Driveway Only, Off Street Parking",1,Aluminum Siding,Raised,,
70119,2907 Dumaine  St ,"$439,000",09/30/2022,"1,768","2,082",EXCE,3,2,1,22,"$420,000",11/18/2022,$237.56,"Two, Driveway Only",2,"Frame, Hardy Plank",Raised,,None
70118,2029 Adams  St ,"$424,900",10/06/2022,"1,710","2,039",EXCE,4,2,0,104,"$415,000",02/22/2023,$242.69,Two,1,Vinyl Siding,Raised,,None
70115,3515 South Liberty  St ,"$439,000",01/29/2023,"1,765","2,125",EXCE,3,2,1,93,"$439,000",06/05/2023,$248.73,"Two, Driveway Only, Off Street Parking",2,Hardy Plank,Raised,,
70125,1816  S Lopez  St ,"$385,000",09/28/2022,"1,547","2,131",EXCE,3,2,0,80,"$380,000",01/18/2023,$245.64,"Three or More, Garage, Off Street Parking",1,"Brick, Wood Siding",Raised,,None
70118,1633 Monroe  St ,"$274,000",08/18/2022,"1,100","1,100",EXCE,2,2,0,134,"$260,000",01/27/2023,$236.36,Driveway Only,1,Wood Siding,Other,,
70119,1667 Paul Morphy  St ,"$349,000",07/06/2022,"1,400","1,400",VRGD,2,2,0,122,"$349,800",12/12/2022,$249.86,Three or More,1,Wood Siding,Raised,,
70119,2918 Conti  St ,"$445,000",04/19/2023,"1,785","2,092",VRGD,3,2,1,6,"$457,500",06/09/2023,$256.30,"Two, Driveway Only, Off Street Parking",1.5,"Hardy Plank, Wood Siding",Raised,,None
70125,4924  S Galvez  St ,"$489,000",01/10/2023,"1,960","2,278",VRGD,3,3,0,14,"$489,000",03/03/2023,$249.49,"Three or More, Driveway Only, Off Street Parking",2,Wood Siding,Raised,,None
70118,1219 Eagle  St ,"$439,000",09/05/2022,"1,755","2,019",EXCE,3,2,0,31,"$422,000",11/21/2022,$240.46,None,1,Hardy Plank,Raised,,None
70125,3304 Nashville  Ave ,"$449,000",06/15/2023,"1,794","2,057",VRGD,3,2,0,5,"$440,500",07/24/2023,$245.54,"Two, Driveway Only",2,Wood Siding,Raised,Wood,None
70118,8610 Apricot  St ,"$285,000",01/18/2023,"1,138","1,587",EXCE,3,2,0,157,"$273,250",07/24/2023,$240.11,"One, Driveway Only",1,"Frame, Hardy Plank",Raised,,None
70119,2735 Orleans  Ave ,"$339,000",11/07/2022,"1,350","1,350",EXCE,3,2,0,13,"$339,000",12/16/2022,$251.11,None,1,"Hardy Plank, Wood Siding",Raised,,
70118,7608 Zimple  St ,"$275,000",01/05/2023,"1,094","1,212",AVG,2,1,0,49,"$250,000",03/31/2023,$228.52,Driveway Only,1,Hardy Plank,Raised,,
70118,1712 Joliet  St ,"$325,000",08/02/2022,"1,292","1,397",VRGD,3,2,0,75,"$330,000",11/10/2022,$255.42,None,1,Wood Siding,Raised,,
70119,422  S Cortez  St ,"$475,000",03/06/2023,"1,886","1,950",EXCE,4,3,0,7,"$465,000",04/25/2023,$246.55,Driveway Only,2,Hardy Plank,Raised,,
70118,2030 Fern  St ,"$389,000",10/27/2022,"1,544","1,774",VRGD,3,1,1,75,"$383,000",02/10/2023,$248.06,"Driveway Only, Off Street Parking",3,Wood Siding,"Raised, Slab",,None
70115,2112 Delachaise  St ,"$410,000",06/19/2023,"1,627","1,627",EXCE,3,2,0,55,"$404,000",09/01/2023,$248.31,None,1,"Hardy Plank, Wood Siding",Raised,,None
70125,4100 Vendome  Pl ,"$925,000",01/30/2023,"3,670","3,732",EXCE,3,3,2,24,"$890,000",03/17/2023,$242.51,"Two, Driveway Only",2,"Brick, Wood Siding",Raised,,"Inground, Salt Water"
70118,1614 Eagle  St ,"$419,000",07/19/2022,"1,661","1,845",NEW,3,2,1,162,"$400,000",02/03/2023,$240.82,Driveway Only,1.5,Hardy Plank,Raised,,None
70125,4256 Vendome  Pl ,"$825,000",03/13/2023,"3,264","3,273",EXCE,4,3,1,64,"$772,000",06/23/2023,$236.52,"Three or More, Driveway Only, Off Street Parking",2,"Brick, Blue Wood Siding",Raised,,
70119,1555  N Galvez  St ,"$485,000",03/03/2023,"1,918","2,312",EXCE,4,2,1,10,"$465,000",05/15/2023,$242.44,None,1,Wood Siding,Raised,,None
70115,3701 Loyola  Ave ,"$525,000",03/13/2023,"2,074","2,703",EXCE,3,2,1,68,"$513,000",06/20/2023,$247.35,"Three or More, Garage",2,Hardy Plank,"Raised, Slab",,None
70115,4023 Baronne  St ,"$499,000",11/08/2022,"1,970","2,533",VRGD,3,2,0,2,"$530,000",11/17/2022,$269.04,"Two, Driveway Only",1,Wood Siding,Raised,,
70115,3708  S Saratoga  St ,"$630,000",08/02/2023,"2,487","3,336",EXCE,4,2,1,4,"$612,650",09/01/2023,$246.34,Off Street Parking,2,Wood Siding,Raised,Wrought Iron,None
70115,2844 Dryades  St ,"$325,000",05/05/2023,"1,281","1,314",EXCE,3,2,0,41,"$313,500",07/31/2023,$244.73,None,1,Metal,Raised,,None
70125,4320 Elba  St ,"$415,000",01/30/2023,"1,630","2,050",EXCE,4,3,0,32,"$402,000",05/26/2023,$246.63,"Driveway Only, Off Street Parking",1,Wood Siding,Raised,,
70119,3621 Banks  St ,"$464,000",06/12/2023,"1,822","2,487",EXCE,3,2,1,71,"$458,000",09/29/2023,$251.37,None,1,Siding,Raised,,None
70115,2012 Seventh  St ,"$279,000",03/28/2023,"1,094","5,311",VRGD,2,2,0,39,"$279,000",06/20/2023,$255.03,"One, Off Street Parking",1,"Metal, Vinyl Siding, Wood Siding",Raised,,None
70119,3010 Palmyra  St ,"$389,000",03/01/2023,"1,525","1,750",EXCE,3,2,1,14,"$389,000",04/21/2023,$255.08,"Three or More, Driveway Only, Off Street Parking",1,"Hardy Plank, Wood Siding",Raised,,None
70119,4021 Dhemecourt  St ,"$520,000",04/17/2023,"2,037","2,177",VRGD,3,2,1,87,"$510,000",08/11/2023,$250.37,One,1,"Hardy Plank, Wood Siding",Raised,,None
70119,3261 Derby  Pl ,"$389,000",11/03/2022,"1,520","2,110",VRGD,2,2,0,6,"$376,500",12/09/2022,$247.70,"One, Off Street Parking",1,"Hardy Plank, Wood Siding",Raised,,
70118,8535 Jeannette  St ,"$399,000",07/21/2022,"1,558","1,858",NEW,3,2,1,36,"$399,000",10/03/2022,$256.10,"Three or More, Driveway Only",2,"Hardy Plank, Siding",Raised,,None
70118,1108 Leonidas  St ,"$350,000",05/07/2023,"1,366","1,787",AVG,2,2,0,61,"$320,000",07/31/2023,$234.26,None,1,"Frame, Hardy Plank, Siding",Raised,,None
70125,6203  S Rocheblave  St ,"$479,900",08/25/2022,"1,872","2,146",EXCE,3,2,0,3,"$479,900",10/17/2022,$256.36,"Two, Driveway Only, Off Street Parking",1,Hardy Plank,Raised,,None
70119,4041 Ulloa  St ,"$375,000",03/01/2023,"1,460","1,949",VRGD,3,2,0,3,"$375,000",04/06/2023,$256.85,"One, Driveway Only, Off Street Parking",1,"Hardy Plank, Wood Siding",Raised,,None
70118,925 Burdette  St ,"$1,699,000",11/18/2022,"6,600","8,370",EXCE,6,5,1,85,"$1,625,000",03/20/2023,$246.21,"Garage, Off Street Parking",3,Wood Siding,Slab,,None
70115,2202 Wirth  Pl ,"$850,000",11/01/2022,"3,298","4,638",EXCE,5,3,0,4,"$820,000",12/16/2022,$248.64,Carport,2,Frame,"Raised, Slab",,None
70119,824  N White  St ,"$325,000",04/20/2023,"1,259","1,291",VRGD,3,2,0,6,"$305,000",05/25/2023,$242.26,"Two, Driveway Only, Off Street Parking",1,Wood Siding,Raised,,None
70115,1830 Constantinople  St ,"$425,000",05/16/2023,"1,644","1,676",AVG,3,3,0,2,"$425,000",06/30/2023,$258.52,None,2,Wood Siding,Raised,,None
70119,3254 Castiglione  St ,"$349,000",05/24/2023,"1,350","1,516",EXCE,4,2,0,4,"$360,000",06/29/2023,$266.67,"One, Driveway Only",1,"Frame, Wood Siding",Raised,,None
70115,2229 Peniston  St ,"$549,000",09/20/2022,"2,122","2,333",NEW,3,2,1,106,"$539,000",02/27/2023,$254.01,"Two, Driveway Only",2,Hardy Plank,Raised,,
70119,2524 Dabadie  St ,"$324,500",03/22/2023,"1,254","1,366",EXCE,3,2,0,125,"$324,500",08/30/2023,$258.77,None,1,"Hardy Plank, Wood Siding",Raised,,
70118,7000 Jeannette  St ,"$899,000",06/27/2023,"3,469","4,479",AVG,6,3,1,16,"$825,000",08/10/2023,$237.82,"Two, Driveway Only, Off Street Parking",2,Wood Siding,Raised,Chain Link,None
70119,3049 Orleans  Ave ,"$399,500",02/10/2023,"1,540","1,700",EXCE,3,2,0,91,"$390,000",06/21/2023,$253.25,None,1,Siding,Raised,,None
70115,3426 Freret  St ,"$329,000",03/07/2023,"1,268","1,564",EXCE,2,2,1,24,"$325,000",04/28/2023,$256.31,Garage,3,Hardy Plank,"Raised, Slab",,None
70119,4716 Palmyra  St ,"$425,000",04/20/2023,"1,638","1,925",VRGD,3,2,0,7,"$436,000",05/31/2023,$266.18,None,1,"Frame, Wood Siding",Raised,,None
70115,4326 Danneel  St ,"$349,000",07/08/2022,"1,345","1,350",AVG,3,1,0,127,"$330,000",01/06/2023,$245.35,None,2,Wood Siding,Raised,,
70118,2417 State  St ,"$559,000",06/30/2022,"2,151","2,846",AVG,5,2,0,76,"$530,000",10/27/2022,$246.40,Driveway Only,1,Frame,Raised,,None
70115,2839 Laurel  St ,"$399,000",01/10/2023,"1,534","1,534",FAIR,3,2,0,15,"$300,000",02/27/2023,$195.57,"Two, Driveway Only, Off Street Parking",1,Wood Siding,Raised,,
70115,2416 Peniston  St ,"$399,000",08/23/2022,"1,530","1,719",EXCE,3,2,0,5,"$390,000",10/07/2022,$254.90,"Two, Driveway Only, Off Street Parking",1,"Hardy Plank, Wood Siding",Raised,,None
70119,3035 Banks  St ,"$475,000",10/07/2022,"1,820","1,980",,3,2,,67,"$462,500",12/30/2022,$254.12,"Two, Driveway Only, Off Street Parking",1,Frame,Raised,"Full, Privacy, Wood",
70125,6200 Fontainebleau  Dr ,"$525,000",01/17/2023,"2,011","5,238",EXCE,3,3,0,24,"$525,000",03/15/2023,$261.06,"Three or More, Garage",2,Brick,Raised,,None
70119,2401 D'abadie  St ,"$329,000",02/24/2023,"1,260","1,316",EXCE,3,2,0,2,"$337,000",04/06/2023,$267.46,None,1,"Hardy Plank, Wood Siding",Raised,,None
70118,1812 Palmer  Ave ,"$1,975,000",03/16/2023,"7,561","8,000",AVG,8,3,2,60,"$1,740,000",07/24/2023,$230.13,"Three or More, Carport, Off Street Parking",3,Wood Siding,Raised,,None
70118,7104 Coliseum  St ,"$675,000",02/16/2023,"2,584","2,584",FAIR,3,2,0,2,"$635,000",03/03/2023,$245.74,Driveway Only,2,Wood Siding,Raised,,
70115,2918  S Saratoga  St ,"$519,000",02/08/2023,"1,986","2,200",NEW,3,2,1,33,"$519,000",03/30/2023,$261.33,"Two, Off Street Parking",2,Hardy Plank,Raised,,
70119,129 North Solomon  St ,"$599,000",08/19/2022,"2,289","2,708",NEW,3,2,1,79,"$580,000",12/07/2022,$253.39,"Carport, Off Street Parking",2,Hardy Plank,Raised,,None
70115,5706 Annunciation  St ,"$478,000",06/09/2023,"1,825","2,850",VRGD,4,2,0,21,"$438,000",08/02/2023,$240.00,"Two, Driveway Only",2,"Hardy Plank, Wood Siding",Other,"Chain Link, Wood",None
70115,3526 Laurel  St ,"$515,000",04/25/2023,"1,965","2,000",VRGD,2,2,0,5,"$502,000",06/09/2023,$255.47,"Two, Driveway Only",1,Wood Siding,Raised,,
70119,3226 Conti  St ,"$299,000",06/19/2023,"1,140","1,216",EXCE,3,2,0,2,"$299,000",07/21/2023,$262.28,"Driveway Only, Off Street Parking",1,Siding,Raised,Wood,None
70119,3212 Conti  St ,"$299,000",08/07/2023,"1,140","1,216",EXCE,3,2,0,13,"$305,500",10/02/2023,$267.98,"Driveway Only, Off Street Parking",1,Siding,Raised,Wood,None
70118,69 Neron  Pl ,"$799,000",06/30/2022,"3,040","3,390",EXCE,4,3,1,51,"$765,000",10/28/2022,$251.64,Off Street Parking,2,Stucco,Raised,,None
70119,1739  N Dupre  St ,"$465,000",09/01/2022,"1,768","2,030",EXCE,3,2,1,7,"$475,000",10/17/2022,$268.67,Off Street Parking,1,Siding,Raised,,
70119,422  S Pierce  St ,"$495,000",08/19/2022,"1,880","2,285",EXCE,3,2,0,166,"$415,000",03/15/2023,$220.74,"Two, Driveway Only",3,Wood Siding,Raised,,
70115,3624 Annunciation  St ,"$595,000",07/11/2022,"2,255","2,390",EXCE,3,2,0,159,"$565,000",01/26/2023,$250.55,None,1,"Hardy Plank, Wood Siding",Raised,,None
70119,3622 Delgado  Dr ,"$789,000",01/31/2023,"2,988","3,478",EXCE,5,3,0,4,"$840,000",03/16/2023,$281.12,"Three or More, Driveway Only",2,Stucco,Slab,,None
